question_id,context_id,title,context,question,answer,question_type
21932,236,オレゴン・ワイン,"アメリカ合衆国で生産されている他のワインと同じく、オレゴン州のワインは、単一品種のブドウで作ったワインが市場に出ている。
オレゴン州法は、オレゴン州で生産されるワインは原材料となったブドウ品種を明示しなければならず、またその品種を90%以上含まなければならない、と規定している。
オレゴン州法は長期間に渡り原産地以外の地名を用いることを禁止している。
オレゴン・ワインはピノ・ノワールと呼ばれるブドウ品種が最も有名で、州内の全域で生産されている。
特にウィラメット・ヴァレー産のピノ・ノワールは、ワインの愛好者や評論家から多大な称賛を得ており、オレゴンは今や世界でも一級のピノ生産地域としての評価を確立している。",ワインの愛好者や評論家が大絶賛しているのはどこを産地とするピノ・ノワールですか?,ウィラメット・ヴァレー,Lexical variation (synonymy)
21933,236,オレゴン・ワイン,"アメリカ合衆国で生産されている他のワインと同じく、オレゴン州のワインは、単一品種のブドウで作ったワインが市場に出ている。
オレゴン州法は、オレゴン州で生産されるワインは原材料となったブドウ品種を明示しなければならず、またその品種を90%以上含まなければならない、と規定している。
オレゴン州法は長期間に渡り原産地以外の地名を用いることを禁止している。
オレゴン・ワインはピノ・ノワールと呼ばれるブドウ品種が最も有名で、州内の全域で生産されている。
特にウィラメット・ヴァレー産のピノ・ノワールは、ワインの愛好者や評論家から多大な称賛を得ており、オレゴンは今や世界でも一級のピノ生産地域としての評価を確立している。",オレゴン州法では、オレゴン州で生産されるワインは原材料であるブドウ品種を何%以上含まなければいけないと決めていますか?,90%以上,Lexical variation (synonymy)
21934,237,オレゴン・ワイン,"2005年にオレゴン州で生産された品種の上位5種は、以下のようになる。
まずピノ・ノワールが7,974エーカー(32km2)、12,086ショートトン(10,964メートルトン)生産され、続いてピノ・グリが(Pinotgris)1,184エーカー(5km2)、4,317ショートトン(3,916メートルトン)、シャルドネが842エーカー(3.4km2)、1,568ショートトン(1,422メートルトン)、メルローが550エーカー(2.2km2)、675ショートトン(612メートルトン)、リースリングが524エーカー(2.1km2)、1,000ショートトン(907メートルトン)生産された。",2005年にオレゴン州で生産されたワインの中で、最も広い生産面積を持つ品種は何ですか?,ピノ・ノワール,Logical reasoning
21935,237,オレゴン・ワイン,"2005年にオレゴン州で生産された品種の上位5種は、以下のようになる。
まずピノ・ノワールが7,974エーカー(32km2)、12,086ショートトン(10,964メートルトン)生産され、続いてピノ・グリが(Pinotgris)1,184エーカー(5km2)、4,317ショートトン(3,916メートルトン)、シャルドネが842エーカー(3.4km2)、1,568ショートトン(1,422メートルトン)、メルローが550エーカー(2.2km2)、675ショートトン(612メートルトン)、リースリングが524エーカー(2.1km2)、1,000ショートトン(907メートルトン)生産された。",2005年にオレゴン州で生産されたワインの中で、3番目に狭い生産面積で生産された品種は何ですか?,シャルドネ,Logical reasoning
21936,238,オレゴン・ワイン,"2005年現在、オレゴン州には303のワイナリー、384のワイン銘柄、734のVitisvinifera栽培ブドウ園がある。
ブドウ園の総面積は14,100エーカー(57km2)で、2005年には11,800エーカー(48km2)で収穫が行われた。
アメリカ合衆国の全栽培地域の内、オレゴン州は第3位のワイナリー数と第4位の生産量を持つ。
2005年には約160万ケースのオレゴン・ワインが販売された。
これらのケースの卸し売り値は1億8470万米ドルで、前年のヴィンテージに比べて24%の上昇が見られた。",2005年のオレゴン州のワイン生産量はアメリカ合衆国内で第何位だったの?,第4位,Syntactic variation
21937,238,オレゴン・ワイン,"2005年現在、オレゴン州には303のワイナリー、384のワイン銘柄、734のVitisvinifera栽培ブドウ園がある。
ブドウ園の総面積は14,100エーカー(57km2)で、2005年には11,800エーカー(48km2)で収穫が行われた。
アメリカ合衆国の全栽培地域の内、オレゴン州は第3位のワイナリー数と第4位の生産量を持つ。
2005年には約160万ケースのオレゴン・ワインが販売された。
これらのケースの卸し売り値は1億8470万米ドルで、前年のヴィンテージに比べて24%の上昇が見られた。",2004年のヴィンテージと比較して24%上昇したというケースの卸し売り値はいくらですか?,1億8470万米ドル,Lexical variation (world knowledge)
21938,239,オレゴン・ワイン,"オレゴン州の経済におけるワイン産業のインパクトは大きい。
同州のワイン産業総額は14億米ドルに達する。
その中の8億米ドル以上はワイナリーやブドウ園の売上である。
オレゴン州のワイン産業により、8,479の雇用に貢献したと推計される。
2004年の州外への輸出は、6410万米ドルであった。",オレゴン州のワイン産業総額の半分以上の売上を占めているのはワイナリーとどこですか?,ブドウ園,Lexical variation (world knowledge)
21939,239,オレゴン・ワイン,"オレゴン州の経済におけるワイン産業のインパクトは大きい。
同州のワイン産業総額は14億米ドルに達する。
その中の8億米ドル以上はワイナリーやブドウ園の売上である。
オレゴン州のワイン産業により、8,479の雇用に貢献したと推計される。
2004年の州外への輸出は、6410万米ドルであった。",オレゴン州のワイン産業総額のうち、ワイナリーやブドウ園の売上はいくらですか?,8億米ドル以上,Multiple sentence reasoning
21940,240,オレゴン・ワイン,"オレゴン州でのワイン生産事業は、カリフォルニア州に比べると、格段に小さなスケールなものである。
オレゴン州最大のワインメーカーでさえ年間出荷ケース数は125,000ケースで、他のほとんどのメーカーは35,000ケースにも満たない。
オレゴン州の特徴は、多くのワイナリーの年間出荷ケース数が5,000ケース以下の小規模ということである。
一方、アメリカ合衆国最大のワイナリーであるE&JGalloWineryは、2002年に6500万ケースのワインを生産した。
オレゴン州のワイナリーの大半は自分のブドウ園を所有しているが、一部のワイナリーはブドウを市場から購入している。
また、州内には非常に多くの独立したブドウ園が存在している。",アメリカ合衆国最大のワイナリーの名前は何ですか?,E&JGalloWinery,Syntactic variation
21941,240,オレゴン・ワイン,"オレゴン州でのワイン生産事業は、カリフォルニア州に比べると、格段に小さなスケールなものである。
オレゴン州最大のワインメーカーでさえ年間出荷ケース数は125,000ケースで、他のほとんどのメーカーは35,000ケースにも満たない。
オレゴン州の特徴は、多くのワイナリーの年間出荷ケース数が5,000ケース以下の小規模ということである。
一方、アメリカ合衆国最大のワイナリーであるE&JGalloWineryは、2002年に6500万ケースのワインを生産した。
オレゴン州のワイナリーの大半は自分のブドウ園を所有しているが、一部のワイナリーはブドウを市場から購入している。
また、州内には非常に多くの独立したブドウ園が存在している。",オレゴン州内の大部分のワイナリーは年間出荷ケース数がどれくらいですか?,"5,000ケース以下",Lexical variation (synonymy)
21942,241,オレゴン・ワイン,"オレゴンのワイン産業は、ワイン市場の中でも高価なワインに焦点を当てている。
オレゴンのワイン・メーカーのトンあたりの平均収益とケースあたり平均収益は、国内の他の州のワイン・メーカーに比べて高い。
1ワイナリー当たりのワインの生産量は低いものの、オレゴン州における平均収益は、ニューヨーク州やワシントン州と同等である。",オレゴンのワイン産業が着目しているのはどんなワインなの?,高価なワイン,Lexical variation (synonymy)
21943,242,オレゴン・ワイン,"大雑把に言って、オレゴン州には3つの主要なワイン生産地域がある。
ウィラメット・ヴァレーAVAとサザン・オレゴンAVAはその中の2つで、共にオレゴン州内にすっぽり収まっている。
残りの1つであるコロンビア・ゴージAVAはコロンビア川をまたいでおり、オレゴン州とワシントン州の両方に延びているが、オレゴンのAVAとして見なされる。
ワシントン州に大部分が含まれるワラ・ワラ・ヴァレーAVAは、一部がオレゴン州のミルトン=フリーウォーター近郊に入り込んでいる。
サザン・オレゴンAVAは近年に設立されたAVAで、ローグ・バレーAVAとアムクワ・ヴァレーAVAが併合して出来たものである。
また、いくつかの小さなAVAがサザン・オレゴンAVAに含まれている。
スネーク・リバー・ヴァレーAVAはスネーク川に沿ってアイダホ州との州境をまたいでおり、オレゴン東部を含むAVAとしては最初のものである。",オレゴン州の3つの主要ワイン生産地域の中で、州内に全地域が収まっていないのはどこですか?,コロンビア・ゴージAVA,Lexical variation (world knowledge)
21944,242,オレゴン・ワイン,"大雑把に言って、オレゴン州には3つの主要なワイン生産地域がある。
ウィラメット・ヴァレーAVAとサザン・オレゴンAVAはその中の2つで、共にオレゴン州内にすっぽり収まっている。
残りの1つであるコロンビア・ゴージAVAはコロンビア川をまたいでおり、オレゴン州とワシントン州の両方に延びているが、オレゴンのAVAとして見なされる。
ワシントン州に大部分が含まれるワラ・ワラ・ヴァレーAVAは、一部がオレゴン州のミルトン=フリーウォーター近郊に入り込んでいる。
サザン・オレゴンAVAは近年に設立されたAVAで、ローグ・バレーAVAとアムクワ・ヴァレーAVAが併合して出来たものである。
また、いくつかの小さなAVAがサザン・オレゴンAVAに含まれている。
スネーク・リバー・ヴァレーAVAはスネーク川に沿ってアイダホ州との州境をまたいでおり、オレゴン東部を含むAVAとしては最初のものである。",コロンビア川をまたいでいるオレゴン州の主要ワイン生産地域はどこ?,コロンビア・ゴージAVA,Multiple sentence reasoning
21945,242,オレゴン・ワイン,"大雑把に言って、オレゴン州には3つの主要なワイン生産地域がある。
ウィラメット・ヴァレーAVAとサザン・オレゴンAVAはその中の2つで、共にオレゴン州内にすっぽり収まっている。
残りの1つであるコロンビア・ゴージAVAはコロンビア川をまたいでおり、オレゴン州とワシントン州の両方に延びているが、オレゴンのAVAとして見なされる。
ワシントン州に大部分が含まれるワラ・ワラ・ヴァレーAVAは、一部がオレゴン州のミルトン=フリーウォーター近郊に入り込んでいる。
サザン・オレゴンAVAは近年に設立されたAVAで、ローグ・バレーAVAとアムクワ・ヴァレーAVAが併合して出来たものである。
また、いくつかの小さなAVAがサザン・オレゴンAVAに含まれている。
スネーク・リバー・ヴァレーAVAはスネーク川に沿ってアイダホ州との州境をまたいでおり、オレゴン東部を含むAVAとしては最初のものである。",ワラ・ワラ・ヴァレーAVAの大半部分はどこの州に入っているのですか?,ワシントン州,Lexical variation (synonymy)
21946,242,オレゴン・ワイン,"大雑把に言って、オレゴン州には3つの主要なワイン生産地域がある。
ウィラメット・ヴァレーAVAとサザン・オレゴンAVAはその中の2つで、共にオレゴン州内にすっぽり収まっている。
残りの1つであるコロンビア・ゴージAVAはコロンビア川をまたいでおり、オレゴン州とワシントン州の両方に延びているが、オレゴンのAVAとして見なされる。
ワシントン州に大部分が含まれるワラ・ワラ・ヴァレーAVAは、一部がオレゴン州のミルトン=フリーウォーター近郊に入り込んでいる。
サザン・オレゴンAVAは近年に設立されたAVAで、ローグ・バレーAVAとアムクワ・ヴァレーAVAが併合して出来たものである。
また、いくつかの小さなAVAがサザン・オレゴンAVAに含まれている。
スネーク・リバー・ヴァレーAVAはスネーク川に沿ってアイダホ州との州境をまたいでおり、オレゴン東部を含むAVAとしては最初のものである。",スネーク川沿いにあるワイン生産地域は何ですか?,スネーク・リバー・ヴァレーAVA,Lexical variation (synonymy)
21947,243,オレゴン・ワイン,"ウィラメット・ヴァレーAVAは、ウィラメット渓谷にあるワイン栽培地域である。
北端をコロンビア川、南端をユージーン市南部、西端をオレゴン沿岸部、東端をカスケード山脈までを包括する。
5,200平方マイル(13,500km2)の面積を構え、州内のAVAとしては最大。
ワイナリーの数も最も多く、2006年現在で約200ある。",ウィラメット・ヴァレーAVAの中で唯一都市を含んでいるのはどの部分ですか?,南端,Lexical variation (world knowledge)
21948,243,オレゴン・ワイン,"ウィラメット・ヴァレーAVAは、ウィラメット渓谷にあるワイン栽培地域である。
北端をコロンビア川、南端をユージーン市南部、西端をオレゴン沿岸部、東端をカスケード山脈までを包括する。
5,200平方マイル(13,500km2)の面積を構え、州内のAVAとしては最大。
ワイナリーの数も最も多く、2006年現在で約200ある。",2006年の時点でウィラメット・ヴァレーAVAにはいくつのワイナリーがありましたか?,約200,Multiple sentence reasoning
21949,243,オレゴン・ワイン,"ウィラメット・ヴァレーAVAは、ウィラメット渓谷にあるワイン栽培地域である。
北端をコロンビア川、南端をユージーン市南部、西端をオレゴン沿岸部、東端をカスケード山脈までを包括する。
5,200平方マイル(13,500km2)の面積を構え、州内のAVAとしては最大。
ワイナリーの数も最も多く、2006年現在で約200ある。",オレゴン州最大のAVAは何ですか?,ウィラメット・ヴァレーAVA,Multiple sentence reasoning
21950,243,オレゴン・ワイン,"ウィラメット・ヴァレーAVAは、ウィラメット渓谷にあるワイン栽培地域である。
北端をコロンビア川、南端をユージーン市南部、西端をオレゴン沿岸部、東端をカスケード山脈までを包括する。
5,200平方マイル(13,500km2)の面積を構え、州内のAVAとしては最大。
ワイナリーの数も最も多く、2006年現在で約200ある。",ウィラメット・ヴァレーAVAの東端には何がありますか?,カスケード山脈,Multiple sentence reasoning
21951,244,オレゴン・ワイン,"ウィラメット渓谷の気候は一年を通じて穏やかで、冬は涼しく多湿、夏は暖かく乾燥している。
極端な寒暖は稀である。
雨が降る時期は栽培季節を外れており、また降雪も稀である。
同渓谷全域がワイン栽培に適しているわけではなく、ほとんどのワイナリーやブドウ園がウィラメット川西部、特にヤムヒル郡に集中して点在している。",ウィラメット渓谷内でワイナリーやブドウ園が集中している場所はどこですか?,ヤムヒル郡,Multiple sentence reasoning
21952,245,オレゴン・ワイン,"この地域はピノ・ノワールを生産していることで最もよく知られ、またピノ・グリ(Pinotgris)、リースリング、シャルドネも高い生産量を誇る。
その他、カベルネ・ソーヴィニョン、ゲヴュルツトラミネール、ミュラー=トゥールガウ、セミヨン、ジンファンデルも生産しているが、その生産量は上記4種に比べて非常に小さい。
ウィラメット・ヴァレーAVAには4つの下位AVA(ダンディー・ヒルズAVA、マクミンヴィルAVA、リボン・リッジAVA、ヤムヒル・カールトン・ディストリクトAVA)が存在する。
現在、更なる2つのAVAが申請されているが、審議中である。
また、ウィラメット渓谷をセイラム市を境に北部地域と南部地域に二分する傾向が、多くのワイン愛好家の間に見られる。",ウィラメット渓谷を南北に分けると境目となる都市はどこになりますか?,セイラム市,Lexical variation (synonymy)
21953,245,オレゴン・ワイン,"この地域はピノ・ノワールを生産していることで最もよく知られ、またピノ・グリ(Pinotgris)、リースリング、シャルドネも高い生産量を誇る。
その他、カベルネ・ソーヴィニョン、ゲヴュルツトラミネール、ミュラー=トゥールガウ、セミヨン、ジンファンデルも生産しているが、その生産量は上記4種に比べて非常に小さい。
ウィラメット・ヴァレーAVAには4つの下位AVA(ダンディー・ヒルズAVA、マクミンヴィルAVA、リボン・リッジAVA、ヤムヒル・カールトン・ディストリクトAVA)が存在する。
現在、更なる2つのAVAが申請されているが、審議中である。
また、ウィラメット渓谷をセイラム市を境に北部地域と南部地域に二分する傾向が、多くのワイン愛好家の間に見られる。",ウィラメット・ヴァレーAVAはどの品種のワインを生産していることでよく知られていますか?,ピノ・ノワール,Multiple sentence reasoning
21954,245,オレゴン・ワイン,"この地域はピノ・ノワールを生産していることで最もよく知られ、またピノ・グリ(Pinotgris)、リースリング、シャルドネも高い生産量を誇る。
その他、カベルネ・ソーヴィニョン、ゲヴュルツトラミネール、ミュラー=トゥールガウ、セミヨン、ジンファンデルも生産しているが、その生産量は上記4種に比べて非常に小さい。
ウィラメット・ヴァレーAVAには4つの下位AVA(ダンディー・ヒルズAVA、マクミンヴィルAVA、リボン・リッジAVA、ヤムヒル・カールトン・ディストリクトAVA)が存在する。
現在、更なる2つのAVAが申請されているが、審議中である。
また、ウィラメット渓谷をセイラム市を境に北部地域と南部地域に二分する傾向が、多くのワイン愛好家の間に見られる。",ウィラメット・ヴァレーAVAには、更にいくつのAVAが加わろうとしているのか?,2つ,Lexical variation (synonymy)
21955,246,オレゴン・ワイン,"サザン・オレゴンAVAは、元々この地域に存在したローグ・ヴァレーAVAとアムクワAVAという2つのAVAが合併したことで成立した。
(2つのAVAは地理的に離れた場所にあり、これらの間に挟まれた地域も成立時にサザン・オレゴンAVAに加えられたが、山岳地帯のためブドウ園には向いていない。)
これら2つの主要地域が協力して市場活動に参加することを目指し、2004年に成立した。
ローグ渓谷とアムクワ渓谷では栽培しているブドウ品種が異なるため、ここでは別々に紹介する。",ローグ・ヴァレーAVAとアムクワAVAの合併が成立したのはいつ?,2004年,Multiple sentence reasoning
21956,246,オレゴン・ワイン,"サザン・オレゴンAVAは、元々この地域に存在したローグ・ヴァレーAVAとアムクワAVAという2つのAVAが合併したことで成立した。
(2つのAVAは地理的に離れた場所にあり、これらの間に挟まれた地域も成立時にサザン・オレゴンAVAに加えられたが、山岳地帯のためブドウ園には向いていない。)
これら2つの主要地域が協力して市場活動に参加することを目指し、2004年に成立した。
ローグ渓谷とアムクワ渓谷では栽培しているブドウ品種が異なるため、ここでは別々に紹介する。",ローグ・ヴァレーAVAとアムクワAVAの間の地域はどうしてブドウ園に向いていないの?,山岳地帯のため,Multiple sentence reasoning
21957,246,オレゴン・ワイン,"サザン・オレゴンAVAは、元々この地域に存在したローグ・ヴァレーAVAとアムクワAVAという2つのAVAが合併したことで成立した。
(2つのAVAは地理的に離れた場所にあり、これらの間に挟まれた地域も成立時にサザン・オレゴンAVAに加えられたが、山岳地帯のためブドウ園には向いていない。)
これら2つの主要地域が協力して市場活動に参加することを目指し、2004年に成立した。
ローグ渓谷とアムクワ渓谷では栽培しているブドウ品種が異なるため、ここでは別々に紹介する。",ローグ・ヴァレーAVAとアムクワAVAの間はどんな地形をしているの?,山岳地帯,Multiple sentence reasoning
21958,247,オレゴン・ワイン,"アムクワ・ヴァレーAVAは山岳地帯を除くアムクワ川流域に広がるAVAである。
アムクワ渓谷の気候は、ウィラメット渓谷より温暖だが、南方に位置するローグ渓谷よりは寒冷である。
このAVAで栽培されている主要なブドウにピノ・ノワールで、小規模ではあるがピノ・グリ(Pinotgris)、カベルネ・ソーヴィニョン、シャルドネ、リースリング、ならびにフランス=アメリカ系雑種も栽培されている。
また下位AVAとして、レッド・ヒル・ダグラス・カウンティ・オレゴンAVAがある。",アムクワ渓谷とウィラメット渓谷はどちらがより温暖な気候なんですか?,アムクワ渓谷,Lexical variation (world knowledge)
21959,247,オレゴン・ワイン,"アムクワ・ヴァレーAVAは山岳地帯を除くアムクワ川流域に広がるAVAである。
アムクワ渓谷の気候は、ウィラメット渓谷より温暖だが、南方に位置するローグ渓谷よりは寒冷である。
このAVAで栽培されている主要なブドウにピノ・ノワールで、小規模ではあるがピノ・グリ(Pinotgris)、カベルネ・ソーヴィニョン、シャルドネ、リースリング、ならびにフランス=アメリカ系雑種も栽培されている。
また下位AVAとして、レッド・ヒル・ダグラス・カウンティ・オレゴンAVAがある。",アムクワ渓谷、ウィラメット渓谷、ローグ渓谷の中で最も温暖な気候なのはどこですか?,ローグ渓谷,Lexical variation (world knowledge)
21960,247,オレゴン・ワイン,"アムクワ・ヴァレーAVAは山岳地帯を除くアムクワ川流域に広がるAVAである。
アムクワ渓谷の気候は、ウィラメット渓谷より温暖だが、南方に位置するローグ渓谷よりは寒冷である。
このAVAで栽培されている主要なブドウにピノ・ノワールで、小規模ではあるがピノ・グリ(Pinotgris)、カベルネ・ソーヴィニョン、シャルドネ、リースリング、ならびにフランス=アメリカ系雑種も栽培されている。
また下位AVAとして、レッド・ヒル・ダグラス・カウンティ・オレゴンAVAがある。",アムクワ渓谷とウィラメット渓谷はどちらがより寒いですか?,ウィラメット渓谷,Lexical variation (world knowledge)
21961,248,オレゴン・ワイン,"ローグ・ヴァレーAVAは、ローグ川とその支流であるイリノイ川、アップルゲート川、ベア・クリークの流域に広がるAVAである。
この地域のほとんどのワイナリーは、ローグ川そのものより、これら3つの支流に沿って点在している。
幅110km(70mi)に、長さ100km(60mi)の面積を構えるが、ブドウ栽培には適さない土地も多く含まれている。
ワイナリーの数は20未満で、栽培面積はわずか4km2(1100acres)である。
これら3つの川谷はそれぞれ異なるテロワール(生育環境)にあり、最も東部に位置するベア・クリークは温暖乾燥で、最も西部に位置するイリノイ川は寒冷高湿である。
それぞれの川谷は独自の気候を持ち、異なる種類のブドウを育てている。
しかし全体的に見れば、オレゴン州のワイン栽培地域の中で最も温暖で乾燥した地域であるといえる。
この地域にはアップルゲート・ヴァレーAVAと呼ばれる下位AVAが1つ存在する。",イリノイ川とベア・クリークの流域はどちらが湿度が高いですか?,イリノイ川,Lexical variation (world knowledge)
21962,248,オレゴン・ワイン,"ローグ・ヴァレーAVAは、ローグ川とその支流であるイリノイ川、アップルゲート川、ベア・クリークの流域に広がるAVAである。
この地域のほとんどのワイナリーは、ローグ川そのものより、これら3つの支流に沿って点在している。
幅110km(70mi)に、長さ100km(60mi)の面積を構えるが、ブドウ栽培には適さない土地も多く含まれている。
ワイナリーの数は20未満で、栽培面積はわずか4km2(1100acres)である。
これら3つの川谷はそれぞれ異なるテロワール(生育環境)にあり、最も東部に位置するベア・クリークは温暖乾燥で、最も西部に位置するイリノイ川は寒冷高湿である。
それぞれの川谷は独自の気候を持ち、異なる種類のブドウを育てている。
しかし全体的に見れば、オレゴン州のワイン栽培地域の中で最も温暖で乾燥した地域であるといえる。
この地域にはアップルゲート・ヴァレーAVAと呼ばれる下位AVAが1つ存在する。",ローグ・ヴァレーAVAにあるいくつかの川の中で、ワイナリーの数が少ないのはどこの川沿いですか?,ローグ川,Lexical variation (world knowledge)
21963,248,オレゴン・ワイン,"ローグ・ヴァレーAVAは、ローグ川とその支流であるイリノイ川、アップルゲート川、ベア・クリークの流域に広がるAVAである。
この地域のほとんどのワイナリーは、ローグ川そのものより、これら3つの支流に沿って点在している。
幅110km(70mi)に、長さ100km(60mi)の面積を構えるが、ブドウ栽培には適さない土地も多く含まれている。
ワイナリーの数は20未満で、栽培面積はわずか4km2(1100acres)である。
これら3つの川谷はそれぞれ異なるテロワール(生育環境)にあり、最も東部に位置するベア・クリークは温暖乾燥で、最も西部に位置するイリノイ川は寒冷高湿である。
それぞれの川谷は独自の気候を持ち、異なる種類のブドウを育てている。
しかし全体的に見れば、オレゴン州のワイン栽培地域の中で最も温暖で乾燥した地域であるといえる。
この地域にはアップルゲート・ヴァレーAVAと呼ばれる下位AVAが1つ存在する。",オレゴン州のワイン栽培地域の中で最も温暖で乾燥した地域はどこですか?,ローグ・ヴァレーAVA,Multiple sentence reasoning
21964,249,オレゴン・ワイン,"コロンビア・ゴージAVAはコロンビア峡谷に広がるAVAで、オレゴン州とワシントン州の両郡に属し、中央をコロンビア川が流れている。
オレゴン州フッドリバー郡及びワスコ郡、ワシントン州スカマニア郡及びクリッキタト郡から構成される。
近くにあるフッド山とアダムズ山の山頂付近までを範囲とし、山の雨蔭に位置することから、ウィラメット渓谷に比べて著しく乾燥した気候を持つ。
また、峡谷からなる地形のために標高が場所により大きく異なり、強風が日常的に吹いていることもこの地域の特徴的な気候の一因になっている。
このような事情もあり、コロンビア・ゴージAVAではさまざまな品種のブドウが幅広く栽培されるに至った。
ブドウ園の数は約40で、シラー、ピノ・ノワール、シャルドネ、ゲヴュルツトラミネール、ジンファンデル、カベルネ、ピノ・グリ(Pinotgris)、リースリング、サンジョヴェージェなどを始めとするさまざまな品種が栽培されている。",コロンビア・ゴージAVAのブドウ園のはいくつあるの?,約40,Multiple sentence reasoning
21965,249,オレゴン・ワイン,"コロンビア・ゴージAVAはコロンビア峡谷に広がるAVAで、オレゴン州とワシントン州の両郡に属し、中央をコロンビア川が流れている。
オレゴン州フッドリバー郡及びワスコ郡、ワシントン州スカマニア郡及びクリッキタト郡から構成される。
近くにあるフッド山とアダムズ山の山頂付近までを範囲とし、山の雨蔭に位置することから、ウィラメット渓谷に比べて著しく乾燥した気候を持つ。
また、峡谷からなる地形のために標高が場所により大きく異なり、強風が日常的に吹いていることもこの地域の特徴的な気候の一因になっている。
このような事情もあり、コロンビア・ゴージAVAではさまざまな品種のブドウが幅広く栽培されるに至った。
ブドウ園の数は約40で、シラー、ピノ・ノワール、シャルドネ、ゲヴュルツトラミネール、ジンファンデル、カベルネ、ピノ・グリ(Pinotgris)、リースリング、サンジョヴェージェなどを始めとするさまざまな品種が栽培されている。",コロンビア・ゴージAVAとウィラメット渓谷を比較すると、どちらが乾燥しているの?,コロンビア・ゴージAVA,Multiple sentence reasoning
21966,249,オレゴン・ワイン,"コロンビア・ゴージAVAはコロンビア峡谷に広がるAVAで、オレゴン州とワシントン州の両郡に属し、中央をコロンビア川が流れている。
オレゴン州フッドリバー郡及びワスコ郡、ワシントン州スカマニア郡及びクリッキタト郡から構成される。
近くにあるフッド山とアダムズ山の山頂付近までを範囲とし、山の雨蔭に位置することから、ウィラメット渓谷に比べて著しく乾燥した気候を持つ。
また、峡谷からなる地形のために標高が場所により大きく異なり、強風が日常的に吹いていることもこの地域の特徴的な気候の一因になっている。
このような事情もあり、コロンビア・ゴージAVAではさまざまな品種のブドウが幅広く栽培されるに至った。
ブドウ園の数は約40で、シラー、ピノ・ノワール、シャルドネ、ゲヴュルツトラミネール、ジンファンデル、カベルネ、ピノ・グリ(Pinotgris)、リースリング、サンジョヴェージェなどを始めとするさまざまな品種が栽培されている。",コロンビア・ゴージAVAの真ん中を流れている川は何?,コロンビア川,Lexical variation (synonymy)
21967,250,芝山みよか,芝山みよかは、日本の美容家だ。日本で初めてエステティックサロンを開業した人物とされ、長年にわたる東京都の美容室の経営などで、美顔術やエステティックの普及に努めた。「エステの母」とも呼ばれ、日本美容界の草分け的存在ともいわれる。日本エステティック協会の初代会長である。神奈川県横浜市山下町出身、フェリス和英女学校卒業。出生名は芝山見与加、結婚後の本名は小守谷見与加だ。,日本で初めてエステティックサロンを開業した人物とされている人物は誰ですか。,芝山みよか,Multiple sentence reasoning
21968,250,芝山みよか,芝山みよかは、日本の美容家だ。日本で初めてエステティックサロンを開業した人物とされ、長年にわたる東京都の美容室の経営などで、美顔術やエステティックの普及に努めた。「エステの母」とも呼ばれ、日本美容界の草分け的存在ともいわれる。日本エステティック協会の初代会長である。神奈川県横浜市山下町出身、フェリス和英女学校卒業。出生名は芝山見与加、結婚後の本名は小守谷見与加だ。,「エステの母」とも呼ばれ、日本美容界の草分け的存在ともいわれている人は誰?,芝山みよか,Multiple sentence reasoning
21969,250,芝山みよか,芝山みよかは、日本の美容家だ。日本で初めてエステティックサロンを開業した人物とされ、長年にわたる東京都の美容室の経営などで、美顔術やエステティックの普及に努めた。「エステの母」とも呼ばれ、日本美容界の草分け的存在ともいわれる。日本エステティック協会の初代会長である。神奈川県横浜市山下町出身、フェリス和英女学校卒業。出生名は芝山見与加、結婚後の本名は小守谷見与加だ。,日本エステティック協会の初代会長は誰?,芝山みよか,Multiple sentence reasoning
21970,250,芝山みよか,芝山みよかは、日本の美容家だ。日本で初めてエステティックサロンを開業した人物とされ、長年にわたる東京都の美容室の経営などで、美顔術やエステティックの普及に努めた。「エステの母」とも呼ばれ、日本美容界の草分け的存在ともいわれる。日本エステティック協会の初代会長である。神奈川県横浜市山下町出身、フェリス和英女学校卒業。出生名は芝山見与加、結婚後の本名は小守谷見与加だ。,芝山みよかの結婚後の本名は何?,小守谷見与加,Multiple sentence reasoning
21971,251,芝山みよか,"芝山みよかは横浜の山下町で、日本の美顔術の始祖と呼ばれる芝山兼太郎のもとに誕生した。兼太郎は理容所「日之出軒」と美容所を経営しており、みよかは母の早世後、父の店を遊び場代わりとして育った。

美容所は国外の来客のみで、当時のフランス大使夫妻も訪れ、みよかはマニキュアの仕方を教わるなどして可愛がられることも多かった。このような環境において、美容については特別な勉強をすることなく、子供ながら見様見真似で自然に技術を身につけていた。

芝山みよかは元街小学校を卒業後、「日之出軒」の顧客であったユージーン・ブースの推薦を受けて、ブースが校長を務めるフェリス和英女学校へ進学した。父の兼太郎は『実用美容術指針一名学理的化粧法』を出版し、日本全国を回って技術講習会を開催しており、みよかも女学校を卒業後に、父から「旅は出会いと勉強の場」と諭されて、父と共に日本中を回った。北は北海道から南は九州まで、アイヌ部落にまで踏み込み、さらに中国や朝鮮など日本国外へも足を伸ばした。",日本の美顔術の始祖と呼ばれる人は誰?,芝山兼太郎,Syntactic variation
